Source_Platform,URL,Content_Raw,Content_Cleaned,Like_count,Sentiment,Candidate,Target_Position,Field,Keyword
Facebook,https://www.facebook.com/100082081114673/posts/kh%C3%A9p-l%E1%BA%A1i-vai-tr%C3%B2-trung-%C6%B0%C6%A1ngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-kh%C3%B4ng-c%C3%B3-t%C3%AAn-trong-danh-s%C3%A1c/890922066987156/,"Thủ tướng Phạm Minh Chính đúng là bậc Đại trí, Đại nhân, Đại dũng. Thủ tướng của lòng dân, người bạn thân tình của bè bạn quốc tế. Người để lại dấu ấn nhiệm kỳ sâu sắc và đậm nét vì dân vì nước. Và giờ đây Bác xin nghỉ cũng ""RẤT ĐẸP"" nhưng để lại sự tiếc nuối trong lòng dân. Dân tộc ta, Nhân dân ta và bè bạn năm châu sẽ mãi nhớ về công lao to lớn của Bác. Chúc Bác nghỉ ngơi vui, khỏe!",thủ tướng phạm minh chính đúng là bậc đại trí đại nhân đại dũng thủ tướng của lòng dân người bạn thân tình của bè bạn quốc tế người để lại dấu ấn nhiệm kỳ sâu sắc và đậm nét vì dân vì nước và giờ đây bác xin nghỉ cũng rất đẹp nhưng để lại sự tiếc nuối trong lòng dân dân tộc ta nhân dân ta và bè bạn năm châu sẽ mãi nhớ về công lao to lớn của bác chúc bác nghỉ ngơi vui khỏe,4.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,[+] vì dân
Facebook,https://www.facebook.com/transanglap.vn/posts/kh%C3%A9p-l%E1%BA%A1i-vai-tr%C3%B2-trung-%C6%B0%C6%A1ngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-kh%C3%B4ng-c%C3%B3-t%C3%AAn-trong-danh-s%C3%A1c/871193578829121/,"Tôi thấy hụt hẫng khi Bác Chính ko vào ủy viên TW! Nhưng chợt nhận ra Bác tuổi đã cao dành chổ cho lớp trẻ năng động, cũng như cố Tổng bí thư Nguyễn Văn Linh linh hồn của đường lối đổi mới chỉ làm một nhiệm kì, mặc dù Đảng yêu cầu ở lại. Nhưng Bác kiên quyết từ chối vì tuổi cao để tạo tiền lệ tốt cho Đảng. Nhân dân ngưỡng mộ cả hai Bác Tài Đức vẹn toàn!!!",tôi thấy hụt hẫng khi bác chính ko vào ủy viên tw nhưng chợt nhận ra bác tuổi đã cao dành chổ cho lớp trẻ năng động cũng như cố tổng bí thư nguyễn văn linh linh hồn của đường lối đổi mới chỉ làm một nhiệm kì mặc dù đảng yêu cầu ở lại nhưng bác kiên quyết từ chối vì tuổi cao để tạo tiền lệ tốt cho đảng nhân dân ngưỡng mộ cả hai bác tài đức vẹn toàn,9.0,Tích cực,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,"[+] tài đức, đổi mới, ngưỡng mộ"
Facebook,https://www.facebook.com/transanglap.vn/posts/kh%C3%A9p-l%E1%BA%A1i-vai-tr%C3%B2-trung-%C6%B0%C6%A1ngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-kh%C3%B4ng-c%C3%B3-t%C3%AAn-trong-danh-s%C3%A1c/871193578829121/,"T T PMC nghỉ hưu, chiếc ghế của ô khó có người thay thế ! Đó là tính quyết liệt, quyết đoán,năng nổ, tâm huyết ,lợi khẩu và nhất là bản lĩnh dám làm dám chịu. Những Đại D A do  Ô khởi xướng còn dang dở như : SB. Long Thành, ĐSCT Bắc - Nam và bao D A tiền Tỷ U S D khác ...khi Ô nghỉ hưu rồi,  liệu có đảm bảo tiến độ không ? Một sự lạc quan dè dặt ! Trong các đời T T từ ngày lập nước  năm 1945 đến nay ngoải cây đại thụ cố TT Phạm Văn Đồng ra N D VN đã đang và sẽ còn nhắc  để  tri ân   tên cố TT Võ Văn Kiệt và Ô   Phạm Minh Chính  như là 1 mệnh lệnh của trái tim và sự đòi hỏi của lý trí !",t t pmc nghỉ hưu chiếc ghế của ô khó có người thay thế đó là tính quyết liệt quyết đoán năng nổ tâm huyết lợi khẩu và nhất là bản lĩnh dám làm dám chịu những đại d a do ô khởi xướng còn dang dở như sb long thành đsct bắc nam và bao d a tiền tỷ u s d khác khi ô nghỉ hưu rồi liệu có đảm bảo tiến độ không một sự lạc quan dè dặt trong các đời t t từ ngày lập nước năm 1945 đến nay ngoải cây đại thụ cố tt phạm văn đồng ra n d vn đã đang và sẽ còn nhắc để tri ân tên cố tt võ văn kiệt và ô phạm minh chính như là 1 mệnh lệnh của trái tim và sự đòi hỏi của lý trí,9.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Uy tín - Đời tư,"[+] quyết liệt, bản lĩnh, tâm huyết"
Facebook,https://www.facebook.com/100069223899636/posts/th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-kh%C3%A9p-l%E1%BA%A1i-vai-tr%C3%B2-nhi%E1%BB%87m-v%E1%BB%A5-trung-%C6%B0%C6%A1ngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-min/1201275685523217/,Thấy buồn và tiếc khi ông PHẠM MINH CHÍNH không làm tiếp nhiệm kỳ nữa!,thấy buồn và tiếc khi ông phạm minh chính không làm tiếp nhiệm kỳ nữa,2.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100069223899636/posts/th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-kh%C3%A9p-l%E1%BA%A1i-vai-tr%C3%B2-nhi%E1%BB%87m-v%E1%BB%A5-trung-%C6%B0%C6%A1ngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-min/1201275685523217/,Hiền tài là nguyên khí của quốc gia! Bác Phạm Minh Chính là một hiền tài!,hiền tài là nguyên khí của quốc gia bác phạm minh chính là một hiền tài,5.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100069223899636/posts/th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-kh%C3%A9p-l%E1%BA%A1i-vai-tr%C3%B2-nhi%E1%BB%87m-v%E1%BB%A5-trung-%C6%B0%C6%A1ngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-min/1201275685523217/,"Từ hôm qua sau khi phương tiện thông tin chính thống chính thức công bố 200 UVBCHTW đảng khóa tới không có tên thủ tướng chính phủ Phạm Minh Chính thì mạng xã hội đã bùng nổ, tràn ngập các bài viết của người dân thể hiện sự tiếc nuối, ca ngợi công lao, ghi nhận sự lãnh đạo tài tình của ông trong 1 nhiệm kỳ đặc biệt khó khăn, điều đó nói lên tất cả ông là một lãnh đạo, tài đức vẹn toàn, 1 lãnh đạo vì dân, được nhân dân tin yêu, kính trọng. Kính chúc ông về nghỉ hưu an hưởng tuổi già luôn vui khỏe, an lành, hạnh phúc bên gia đình.",từ hôm qua sau khi phương tiện thông tin chính thống chính thức công bố 200 uvbchtw đảng khóa tới không có tên thủ tướng chính phủ phạm minh chính thì mạng xã hội đã bùng nổ tràn ngập các bài viết của người dân thể hiện sự tiếc nuối ca ngợi công lao ghi nhận sự lãnh đạo tài tình của ông trong 1 nhiệm kỳ đặc biệt khó khăn điều đó nói lên tất cả ông là một lãnh đạo tài đức vẹn toàn 1 lãnh đạo vì dân được nhân dân tin yêu kính trọng kính chúc ông về nghỉ hưu an hưởng tuổi già luôn vui khỏe an lành hạnh phúc bên gia đình,2.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,"[+] tài đức, vì dân | [-] khó khăn"
Facebook,https://www.facebook.com/thongtinchinhphu/posts/-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-trao-quy%E1%BA%BFt-%C4%91%E1%BB%8Bnh-b%E1%BB%95-nhi%E1%BB%87m-v%C3%A0-giao-nhi%E1%BB%87m-v%E1%BB%A5-cho-2-ph%C3%B3-t/1282183997279711/,"Sáng 25/10, Thủ tướng Chính phủ Phạm Minh Chính chủ trì lễ công bố các Quyết định bổ nhiệm các Phó Thủ tướng Chính phủ: Phạm Thị Thanh Trà, Hồ Quốc Dũng; Bộ trưởng các Bộ: Ngoại giao, Nội vụ, Nông nghiệp và Môi trường.

Cùng tham dự có các đồng chí Ủy viên Bộ Chính trị, Bí thư Trung ương Đảng, Ủy viên Trung ương Đảng, các Phó Thủ tướng Chính phủ, Phó Bí thư Đảng ủy Chính phủ, các thành viên Chính phủ, lãnh đạo các bộ, ngành, cơ quan Trung ương và địa phương.",sáng 25 10 thủ tướng chính phủ phạm minh chính chủ trì lễ công bố các quyết định bổ nhiệm các phó thủ tướng chính phủ phạm thị thanh trà hồ quốc dũng bộ trưởng các bộ ngoại giao nội vụ nông nghiệp và môi trường cùng tham dự có các đồng chí ủy viên bộ chính trị bí thư trung ương đảng ủy viên trung ương đảng các phó thủ tướng chính phủ phó bí thư đảng ủy chính phủ các thành viên chính phủ lãnh đạo các bộ ngành cơ quan trung ương và địa phương,88.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Nhân sự - Quyền lực,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/trung-%C6%B0%C6%A1ng-gi%E1%BB%9Bi-thi%E1%BB%87u-nh%C3%A2n-s%E1%BB%B1-l%C3%A3nh-%C4%91%E1%BA%A1o-nh%C3%A0-n%C6%B0%E1%BB%9Bc-nhi%E1%BB%87m-k%E1%BB%B3-m%E1%BB%9Bitrong-ng%C3%A0y-l%C3%A0m-vi%E1%BB%87c-/1367310095435264/,Mình sẽ bầu ông làm tổng bí thư + chủ tịch nước và kiêm luôn thủ tướng chính phủ là tuyệt vời nhất,mình sẽ bầu ông làm tổng bí thư chủ tịch nước và kiêm luôn thủ tướng chính phủ là tuyệt vời nhất,4.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,[+] tuyệt vời
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/tr%C6%B0%E1%BB%9Fng-ban-t%E1%BB%95-ch%E1%BB%A9c-l%C3%AA-minh-h%C6%B0ng-v%C3%A0o-t%E1%BA%A7m-ng%E1%BA%AFm-gh%E1%BA%BF-n%C3%B3ng%C4%91%E1%BB%99ng-th%C3%A1i-r%C3%BAt-ng%E1%BA%AFn-th%E1%BB%9Di-gia/1315407470625527/,"Chân dung ông Lê Minh Hưng:
https://www.bbc.com/vietnamese/articles/cz7npeepzdeo",chân dung ông lê minh hưng,10.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/tr%C6%B0%E1%BB%9Fng-ban-t%E1%BB%95-ch%E1%BB%A9c-l%C3%AA-minh-h%C6%B0ng-v%C3%A0o-t%E1%BA%A7m-ng%E1%BA%AFm-gh%E1%BA%BF-n%C3%B3ng%C4%91%E1%BB%99ng-th%C3%A1i-r%C3%BAt-ng%E1%BA%AFn-th%E1%BB%9Di-gia/1315407470625527/,"Bác Hưng sẽ chung tay cùng bác Lâm đưa đất nước ta vào kỷ nguyên mới. Tên Hưng, sẽ là Hưng Thịnh, Giàu Có. Bác Lâm quê Hưng Yên: Giàu có, yên bình, thịnh vượng. Đất nước ta chắp cánh bay lên. Toàn dân rất phấn khởi.",bác hưng sẽ chung tay cùng bác lâm đưa đất nước ta vào kỷ nguyên mới tên hưng sẽ là hưng thịnh giàu có bác lâm quê hưng yên giàu có yên bình thịnh vượng đất nước ta chắp cánh bay lên toàn dân rất phấn khởi,32.0,Trung lập,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/tr%C6%B0%E1%BB%9Fng-ban-t%E1%BB%95-ch%E1%BB%A9c-l%C3%AA-minh-h%C6%B0ng-v%C3%A0o-t%E1%BA%A7m-ng%E1%BA%AFm-gh%E1%BA%BF-n%C3%B3ng%C4%91%E1%BB%99ng-th%C3%A1i-r%C3%BAt-ng%E1%BA%AFn-th%E1%BB%9Di-gia/1315407470625527/,Lê Minh Hưng là COCC có cơ hội ngồi ghế nóng với thể chế Vietnam cũng ko có gì là lạ. Hơn nữa lợi thế cùng vây cánh của bộ ca.,lê minh hưng là cocc có cơ hội ngồi ghế nóng với thể chế vietnam cũng ko có gì là lạ hơn nữa lợi thế cùng vây cánh của bộ ca,0.0,Tiêu cực,Lê Minh Hưng,Thủ tướng,Khác,[-] ghế nóng
Facebook,https://www.facebook.com/BBCnewsVietnamese/posts/tr%C6%B0%E1%BB%9Fng-ban-t%E1%BB%95-ch%E1%BB%A9c-l%C3%AA-minh-h%C6%B0ng-v%C3%A0o-t%E1%BA%A7m-ng%E1%BA%AFm-gh%E1%BA%BF-n%C3%B3ng%C4%91%E1%BB%99ng-th%C3%A1i-r%C3%BAt-ng%E1%BA%AFn-th%E1%BB%9Di-gia/1315407470625527/,Cái chức thủ tướng biết trước rồi. Ông Hưng sẽ lên thay ông Chính,cái chức thủ tướng biết trước rồi ông hưng sẽ lên thay ông chính,0.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100008748788130/posts/sang-n%C4%83m-2026-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-xiv-ch%C3%ADnh-ph%E1%BB%A7-vi%E1%BB%87t-nam-s%E1%BA%BD-ch%E1%BB%A9ng-ki%E1%BA%BFn-s%E1%BB%B1-hi%E1%BB%87n-di%E1%BB%87n/3820682748233314/,"Công Lý Việt Nam: Thả ""Trùm"" Rút Ruột Nghìn Tỷ – Giam Hồ Duy Hải Không Đồng Xu
https://youtu.be/QLLInniD6m8

Hai trái mít 387.000 đồng và TrỊnh Văn Quyết, Đỗ Hữu Ca.
https://youtu.be/4RSC19mMZ7Y

9 Phó thủ tướng ""lặn"" đâu mất rồi?
https://youtu.be/RbNJQt7JlTg

Thủ tướng Phạm Minh Chính đề nghị Nhật Bản hỗ trợ ODA
https://youtu.be/7uI05dJTMYY",công lý việt nam thả trùm rút ruột nghìn tỷ giam hồ duy hải không đồng xu hai trái mít 387 000 đồng và trịnh văn quyết đỗ hữu ca 9 phó thủ tướng lặn đâu mất rồi thủ tướng phạm minh chính đề nghị nhật bản hỗ trợ oda,4.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100008748788130/posts/sang-n%C4%83m-2026-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-xiv-ch%C3%ADnh-ph%E1%BB%A7-vi%E1%BB%87t-nam-s%E1%BA%BD-ch%E1%BB%A9ng-ki%E1%BA%BFn-s%E1%BB%B1-hi%E1%BB%87n-di%E1%BB%87n/3820682748233314/,"CÔNG LÝ Ở VIỆT NAM
https://ongtam.blog/2025/10/30/cong-ly-o-viet-nam/

TÔ LÂM – LÃNH ĐẠO “TƯ BẢN ĐỎ”
https://ongtam.blog/2025/10/30/to-lam-lanh-dao-tu-ban-do/

NGƯỜI DÂN HÀ TĨNH NHẬN CỨU TRỢ KIỂU XHCN
https://ongtam.blog/2025/10/30/nguoi-dan-ha-tinh-nhan-cuu-tro-kieu-xhcn/",công lý ở việt nam tô lâm lãnh đạo tư bản đỏ người dân hà tĩnh nhận cứu trợ kiểu xhcn,4.0,Trung lập,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/NguoiVietOnline/posts/t%C3%B4-l%C3%A2m-%C4%91%C6%B0a-th%C3%AAm-%C4%91%E1%BB%87-ru%E1%BB%99t-gi%E1%BB%AF-gh%E1%BA%BF-ph%C3%B3-b%C3%AD-th%C6%B0-t%E1%BB%89nh-ninh-b%C3%ACnhchi%E1%BB%81u-16-th%C3%A1ng-ba-thi%E1%BA%BFu/1381251147370180/,"Ông Tô Lâm ổng làm gì bổ nhiệm ai là việc của ổng, chỉ có người dân Việt Nam mới có đủ tư cách bình luận, còn cái bọn báo người việt bọn bay không đủ tư cách.",ông tô lâm ổng làm gì bổ nhiệm ai là việc của ổng chỉ có người dân việt nam mới có đủ tư cách bình luận còn cái bọn báo người việt bọn bay không đủ tư cách,51.0,Trung lập,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/NguoiVietOnline/posts/t%C3%B4-l%C3%A2m-%C4%91%C6%B0a-th%C3%AAm-%C4%91%E1%BB%87-ru%E1%BB%99t-gi%E1%BB%AF-gh%E1%BA%BF-ph%C3%B3-b%C3%AD-th%C6%B0-t%E1%BB%89nh-ninh-b%C3%ACnhchi%E1%BB%81u-16-th%C3%A1ng-ba-thi%E1%BA%BFu/1381251147370180/,Thiếu tướng tương đương giám đốc CA tỉnh thì phải là thường vụ rồi. Giờ làm phó bí thư thì là bình thường chứ có gì đâu. Những trường hợp mà được tổng bí thư dùng làm trợ lý chắc chắn là phải cực giỏi và trung thành. Giờ chỉ cần xem có đức hay ko thôi. Soi mói vừa thôi,thiếu tướng tương đương giám đốc ca tỉnh thì phải là thường vụ rồi giờ làm phó bí thư thì là bình thường chứ có gì đâu những trường hợp mà được tổng bí thư dùng làm trợ lý chắc chắn là phải cực giỏi và trung thành giờ chỉ cần xem có đức hay ko thôi soi mói vừa thôi,23.0,Trung lập,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/NguoiVietOnline/posts/l%C3%AA-minh-h%C6%B0ng-s%E1%BA%AFp-thay-gh%E1%BA%BF-ph%E1%BA%A1m-minh-ch%C3%ADnh-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-999%C3%B4ng-l%C3%AA-minh-h%C6%B0ng/1384572583704703/,Ông nào làm cũng được miễn bằng hoặc hơn ông Chính là OK.,ông nào làm cũng được miễn bằng hoặc hơn ông chính là ok,69.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/NguoiVietOnline/posts/l%C3%AA-minh-h%C6%B0ng-s%E1%BA%AFp-thay-gh%E1%BA%BF-ph%E1%BA%A1m-minh-ch%C3%ADnh-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-999%C3%B4ng-l%C3%AA-minh-h%C6%B0ng/1384572583704703/,"Mọi chuyện như thế nào thì tôi không biết. Còn cá nhân tôi, tôi rất muốn Ông Chính làm thêm một khóa nữa vì Ông làm rất được việc, mọi người dân việt Nam ai cũng tin tưởng và yêu quý Ông",mọi chuyện như thế nào thì tôi không biết còn cá nhân tôi tôi rất muốn ông chính làm thêm một khóa nữa vì ông làm rất được việc mọi người dân việt nam ai cũng tin tưởng và yêu quý ông,51.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,[+] tin tưởng
Facebook,https://www.facebook.com/NguoiVietOnline/posts/l%C3%AA-minh-h%C6%B0ng-s%E1%BA%AFp-thay-gh%E1%BA%BF-ph%E1%BA%A1m-minh-ch%C3%ADnh-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-999%C3%B4ng-l%C3%AA-minh-h%C6%B0ng/1384572583704703/,"Cả ô Trương Quôc Huy ở  NB,đc ông Hưng trao QĐ ...rồi chuyển  lên Phú  Thọ...rồi bay luôn.",cả ô trương quôc huy ở nb đc ông hưng trao qđ rồi chuyển lên phú thọ rồi bay luôn,21.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/photos/l%C3%AA-minh-h%C6%B0ng-c%C6%A1-h%E1%BB%99i-v%C3%A0-%E1%BA%A9n-s%E1%BB%91-cho-chi%E1%BA%BFc-gh%E1%BA%BF-th%E1%BB%A7-t%C6%B0%E1%BB%9Bngth%E1%BB%A7-t%C6%B0%E1%BB%9Bng-%C4%91%C6%B0%C6%A1ng-nhi%E1%BB%87m-ph%E1%BA%A1m-m/1308599851306289/,Ông Chính làm quá tốt ! Guồng máy đang chạy tốt ! Sao phải đổi ngôi ! Nên vì sự phát triển của đất nước ! Nếu để toàn dân bầu thủ tướng ! Ông Chính trúng 99 phần trăm !,ông chính làm quá tốt guồng máy đang chạy tốt sao phải đổi ngôi nên vì sự phát triển của đất nước nếu để toàn dân bầu thủ tướng ông chính trúng 99 phần trăm,0.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/100053757524611/posts/gh%E1%BA%BF-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-v%C3%A0-b%C3%B3ng-ma-v%E1%BA%A1n-th%E1%BB%8Bnh-ph%C3%A1t-v%C3%AC-sao-l%C3%AA-minh-h%C6%B0ng-h%E1%BB%A5t-h%C6%A1i06022026-ng%C3%A0y/1439990231136214/,"Mong muốn TBT Tô Lâm thật sáng suốt, thật công minh. Miễn làm sao cho Đất nước VN mình thực sự phải được VƯƠN MÌNH như những năm qua bác nhé. Bác cứ soi xét thật kỹ xem ai có thể thực chất làm được việc kể cả những người cũ nếu họ chỉ sai xót một phần nhỏ gì đó thôi, (sau có thể chấn chỉnh lại họ) nhưng họ có đức, có tâm là vẫn có thể duyệt  được bác ơi. Nếu không là rất nguy hiểm đấy ạ. Em thấy đội ngũ lãnh đạo như khoá vừa qua là tuyệt vời đấy ạ. Toàn những người làm việc rất vô tư, có tâm lại có tầm ạ thưa bác?",mong muốn tbt tô lâm thật sáng suốt thật công minh miễn làm sao cho đất nước vn mình thực sự phải được vươn mình như những năm qua bác nhé bác cứ soi xét thật kỹ xem ai có thể thực chất làm được việc kể cả những người cũ nếu họ chỉ sai xót một phần nhỏ gì đó thôi sau có thể chấn chỉnh lại họ nhưng họ có đức có tâm là vẫn có thể duyệt được bác ơi nếu không là rất nguy hiểm đấy ạ em thấy đội ngũ lãnh đạo như khoá vừa qua là tuyệt vời đấy ạ toàn những người làm việc rất vô tư có tâm lại có tầm ạ thưa bác,19.0,Tích cực,Tô Lâm,Tổng Bí thư / Chủ tịch nước,Uy tín - Đời tư,[+] tuyệt vời
Facebook,https://www.facebook.com/100053757524611/posts/gh%E1%BA%BF-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-v%C3%A0-b%C3%B3ng-ma-v%E1%BA%A1n-th%E1%BB%8Bnh-ph%C3%A1t-v%C3%AC-sao-l%C3%AA-minh-h%C6%B0ng-h%E1%BB%A5t-h%C6%A1i06022026-ng%C3%A0y/1439990231136214/,"Công nhận là bài viết có lí có tình , qhân tích chính xác luôn. Bóng ma vạn thịnh qhát đã làm cho Ông Hưng ám ảnh bởi những đồng tiền bẩn thỉu , nên không thể leo lên chức thủ tướng.",công nhận là bài viết có lí có tình qhân tích chính xác luôn bóng ma vạn thịnh qhát đã làm cho ông hưng ám ảnh bởi những đồng tiền bẩn thỉu nên không thể leo lên chức thủ tướng,21.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/photos/%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-phi%E1%BA%BFu-b%E1%BA%A7u-cao-nh%E1%BA%A5t%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-tr%C6%B0%E1%BB%9Fng-ba/1365514325614841/,"Chỉ có bác phạm minh chính là xứng đáng nhất thôi tuy bác ko ở lại nhưng nhân dân cả nước vẫn ghi nhớ công lao và biết ơn Bác chính, hình ảnh của bác là tượng đài trong trái tim của mỗi người dân vn",chỉ có bác phạm minh chính là xứng đáng nhất thôi tuy bác ko ở lại nhưng nhân dân cả nước vẫn ghi nhớ công lao và biết ơn bác chính hình ảnh của bác là tượng đài trong trái tim của mỗi người dân vn,76.0,Tích cực,Phạm Minh Chính,Thủ tướng (Tái cử),Khác,[+] xứng đáng
Facebook,https://www.facebook.com/BBCnewsVietnamese/photos/%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-tr%C3%BAng-c%E1%BB%AD-v%E1%BB%9Bi-t%E1%BB%89-l%E1%BB%87-phi%E1%BA%BFu-b%E1%BA%A7u-cao-nh%E1%BA%A5t%C3%B4ng-l%C3%AA-minh-h%C6%B0ng-tr%C6%B0%E1%BB%9Fng-ba/1365514325614841/,"bầu hay không, thì đâu vào đấy cả rồi, tin ông Hưng làm thủ tướng cách đây mấy tháng nay i, giờ bầu lấy lệ thôi",bầu hay không thì đâu vào đấy cả rồi tin ông hưng làm thủ tướng cách đây mấy tháng nay i giờ bầu lấy lệ thôi,17.0,Trung lập,Lê Minh Hưng,Thủ tướng,Khác,Không có từ khóa tiêu biểu
Facebook,https://www.facebook.com/BBCnewsVietnamese/photos/%C4%91%E1%BA%A1i-h%E1%BB%99i-14-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-b%C6%B0%E1%BB%9Bc-ti%E1%BA%BFp-hay-d%E1%BB%ABng-l%E1%BA%A1ich%E1%BB%A9c-v%E1%BB%A5-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ch%C3%AD/1311067874392820/,"Ông Chính nên làm một nhiệm kỳ Thủ tướng nữa là hợp
 lý, mọi công việc đối nội, đối ngoại ông làm rất chỉn chu, bài bản, xông sáo, năng nổ có trách nhiệm rất cao mà toàn dân Việt Nam công nhận . Ông Chính là một Thủ tướng thời làm kinh tế một số Thủ tướng trước ông khó mà theo kịp về mọi mặt . 
    Ông làm một nhiệm kỳ nữa thì toàn dân sẽ biết ơn ông, để giải quyết hoàn chỉnh về những công việc đồ sộ còn đang dang dở như: đường sắt cao tốc,đường bộ cao tốc xuyên Việt, điện hạt nhân Ninh thuận, sân bay Long Thành...
   Một Thủ tướng đa năng của nhân dân Việt !",ông chính nên làm một nhiệm kỳ thủ tướng nữa là hợp lý mọi công việc đối nội đối ngoại ông làm rất chỉn chu bài bản xông sáo năng nổ có trách nhiệm rất cao mà toàn dân việt nam công nhận ông chính là một thủ tướng thời làm kinh tế một số thủ tướng trước ông khó mà theo kịp về mọi mặt ông làm một nhiệm kỳ nữa thì toàn dân sẽ biết ơn ông để giải quyết hoàn chỉnh về những công việc đồ sộ còn đang dang dở như đường sắt cao tốc đường bộ cao tốc xuyên việt điện hạt nhân ninh thuận sân bay long thành một thủ tướng đa năng của nhân dân việt,113.0,Trung lập,Phạm Minh Chính,Thủ tướng (Tái cử),Kinh tế - Tài chính,Không có từ khóa tiêu biểu
