"postTitle","postDescription","text","likesCount","facebookUrl"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Nhân sự của Đảng là việc hệ trọng bậc nhất, liên quan trực tiếp đến vận mệnh đất nước, niềm tin của nhân dân.

Những ngày gần đây, khi Trung ương chuẩn bị phương án nhân sự trình Đại hội XIV quyết định, vấn đề này càng thu hút sự quan tâm đặc biệt của dư luận. Cũng chính thời điểm nhạy cảm ấy, nhiều luồng thông tin nhiễu loạn xuất hiện, đòi hỏi xã hội phải tỉnh táo phân biệt đúng-sai, thật-giả.

Hội nghị lần thứ 15 Ban Chấp hành Trung ương Đảng khóa XIII diễn ra tại Hà Nội trong hai ngày 22-23/12, đã hoàn thành toàn bộ nội dung, chương trình đề ra. Ban Chấp hành Trung ương đã làm việc khẩn trương, nghiêm túc, với tinh thần trách nhiệm cao trước Đảng, trước nhân dân và trước lịch sử.

Các đại biểu tập trung trí tuệ, thẳng thắn, trung thực trong thảo luận, đánh giá và chuẩn bị kỹ phương án nhân sự để trình Đại hội XIV xem xét, quyết định bằng lá phiếu trách nhiệm. Tất cả đều ý thức rất rõ đây không chỉ là vấn đề nội bộ của Đảng mà là vấn đề hệ trọng, ảnh hưởng lâu dài đến vận mệnh của đất nước và niềm tin của nhân dân.

Chính vì vậy, công tác nhân sự được đặt ra với các yêu cầu đặc biệt cao, phải thật kỹ lưỡng, chắc chắn, thận trọng, chính xác, đúng quy định; là sự cân nhắc toàn diện, thấu đáo và cụ thể trên nhiều mặt, gắn với yêu cầu nhiệm vụ trong giai đoạn mới của đất nước. Đây không phải là chuyện ngẫu hứng hay quyết định mang tính cảm tính, mà đây là kết quả của cả một quá trình chuẩn bị kỹ lưỡng, tuân thủ đúng nguyên tắc, điều lệ và tiêu chuẩn của Đảng.

Nhiệm vụ đặc biệt hệ trọng ấy, như Tổng Bí thư Tô Lâm đã nêu rõ, là trách nhiệm rất lớn của các Ủy viên Trung ương cũng như của toàn Đảng. Việc lựa chọn nhân sự Ban lãnh đạo cao nhất của Đảng để lãnh đạo triển khai thực hiện các mục tiêu, nhiệm vụ rất cao, rất quyết liệt, rất khẩn trương để phát triển đất nước trong giai đoạn mới phải thật kỹ lưỡng, chắc chắn, thận trọng, chính xác, đúng quy định như Ban Chấp hành Trung ương Đảng đã từng yêu cầu trong các hội nghị Trung ương trước đây.

Khi bế mạc Hội nghị Trung ương 15, Tổng Bí thư Tô Lâm tiếp tục khẳng định: Ban Chấp hành Trung ương Đảng đã thống nhất thông qua báo cáo về công tác nhân sự của Đảng để báo cáo Đại hội lần thứ XIV của Đảng và biểu quyết thông qua với số phiếu tập trung cao nhân sự giới thiệu tham gia Ban Chấp hành Trung ương khóa XIV, giới thiệu nhân sự tham gia Bộ Chính trị, Ban Bí thư, lãnh đạo chủ chốt của Đảng và Nhà nước nhiệm kỳ 2026-2031 để trình Đại hội Đại biểu toàn quốc lần thứ lần thứ XIV của Đảng xem xét, quyết định và tổ chức bầu cử theo điều lệ và quy định của Đảng.

Những khẳng định đó là minh chứng cho thái độ làm việc nghiêm túc, khoa học của Đảng trong công tác chuẩn bị nhân sự cho sự kiện trọng đại của đất nước. Đồng thời cho thấy sự đoàn kết, thống nhất cao và chất lượng tốt của toàn bộ chương trình làm việc. Các đồng chí Ủy viên Trung ương đã thể hiện tinh thần trách nhiệm của người Đảng viên trước Đảng, nhân dân và trước tương lai của đất nước.

Thế nhưng, ngay trong một tiến trình minh bạch, khách quan và chặt chẽ về công tác nhân sự như vậy mà vẫn xuất hiện những luận điệu xuyên tạc, tung tin giả của các thế lực thù địch và phần tử cơ hội chính trị. Những thông tin đó không xuất phát từ thiện chí xây dựng, mà nhằm mục đích gieo rắc hoài nghi, chia rẽ nội bộ, gây mất đoàn kết, làm suy giảm niềm tin trong xã hội.

Không khó để nhận thấy đây là phương thức quen thuộc ""tung hỏa mù"" của các thế lực thù địch trước thềm các sự kiện trọng đại của đất nước. Chúng lợi dụng những vấn đề đang được dư luận quan tâm để bóp méo, xuyên tạc sự thật. Như ở Hội nghị Trung ương 15 này, các đối tượng đã tạo dựng ""nguồn tin nội bộ"" giả, danh sách nhân sự đã ""chốt"", phát tán ""kịch bản nhân sự"" bịa đặt, tài liệu ""lộ"" nhằm đánh lừa dư luận. Một số kẻ tự khoác lên mình danh xưng ""học giả,"" ""luật sư,"" ""nhà báo tự do"" nhằm tạo vỏ bọc và uy tín giả cho các thông tin sai lệch.

Thế nên lý trí, điềm tĩnh và tỉnh táo là cách ứng xử cần thiết của xã hội trước những thông tin trái chiều. Việc đặc biệt hệ trọng của đất nước thì càng không thể và không bao giờ được nhìn nhận, chia sẻ từ tin đồn!

Nhân sự là ""then chốt của then chốt."" Công tác này đã và đang được Trung ương Đảng đánh giá kỹ lưỡng, căn cứ vào yêu cầu nhiệm vụ trong thời kỳ mới và tuân thủ nghiêm túc quy trình tổ chức. Khi Đại hội XIV diễn ra, quyền quyết định cuối cùng thuộc về đại biểu dự Đại hội - những đảng viên ưu tú đại diện ý chí của toàn Đảng. Đó chính là biểu hiện sinh động của dân chủ trong Đảng, đáp ứng niềm tin của nhân dân và phù hợp với truyền thống xây dựng, chỉnh đốn Đảng trong suốt lịch sử cách mạng Việt Nam.

Trong bối cảnh cả nước đang chuẩn bị bước vào một giai đoạn phát triển mới với nhiều cơ hội và kỳ vọng lớn lao, việc giữ vững sự tỉnh táo trước tin giả, tin đồn, trước những luận điệu xuyên tạc không chỉ là tiếng nói của lý trí, mà còn là tiếng nói của trách nhiệm với tương lai đất nước. Những quyết sách quan trọng của Đảng đã đưa đất nước ta ""chưa bao giờ có được cơ đồ, tiềm lực, vị thế như hiện nay.""

Đất nước phát triển, đời sống nhân dân ngày càng nâng cao là minh chứng rõ ràng nhất về sự lãnh đạo đúng đắn của Đảng. Nhân dân Việt Nam có cơ sở để tin tưởng rằng, mọi việc lớn của Đảng, vì lợi ích chung của dân tộc, của đất nước đều sẽ được thực hiện một cách chặt chẽ, cẩn trọng, khoa học và đem lại kết quả tốt đẹp cho sự nghiệp phát triển bền vững của đất nước./.

Nguồn: Vietnamplus","53","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Ai làm cũng được. Cứ toàn tâm toàn ý lo cho dân cho nước là được. Phải gương mẫu. Phải cần-kiệm-liêm-chính-chí công vô tư. Làm theo Bác Hồ là được!","14","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Cần gì nghe tin đồn. Chỉ cần nghe  L Đ phát biểu là đoán được rồi. Mong mọi việc tốt lành để VN phát triển thịnh vượng.","9","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Các Bác gắng lên nhé
Cố gắng có những nước đi hợp lòng dân, và phát triển, ổn định khu vực và đất nước 
MỤC ĐÍCH CAO NHẤT LÀ HOÀ BÌNH xong thì mới phát triển được 
Và mục tiêu kép là tiêu trí ạ","6","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Ông TL đã đọc bài bế mạc thì ai cũng biết rõ nhân sự Tứ trụ 5 vị trí quần trọng số1 là ai rồi chốt rồi... Ông TL sẽ vẫn Là TBT.... Khóa 14 thậm trí cả khóa 15....","3","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Chỉ là môn phân tích đánh giá và dự đoán thôi! Dù sao cũng chỉ là những đồng chí đó thôi! Vì vậy kiểu gì cũng đúng 1, 2 đc chí rồi!!!","6","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Nhưng trước nay tin đồn nó lại hay trùng khớp mới chết chứ :)))","0","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Chưa năm nào dân lại quan tâm bộ tứ như thế ;))","0","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Bộ chính trị đủ sáng suốt để lựa chọn người có đức, có tài và có tâm có tầm để điều hành đất nước","7","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"NHÂN SỰ TẠI ĐẠI HỘI ĐẢNG: VIỆC LỚN 
KHÔNG THỂ NGHE TIN ĐỒN",,"Nhiều người cứ ham hóng tin, 😓 chứ nhân sự có quy hoạch của Đảng, ai lên cũng đã là có tính toán, dân đen hóng vừa thoai á các bác","6","https://www.facebook.com/100082081114673/posts/nh%C3%A2n-s%E1%BB%B1-t%E1%BA%A1i-%C4%91%E1%BA%A1i-h%E1%BB%99i-%C4%91%E1%BA%A3ng-vi%E1%BB%87c-l%E1%BB%9Bn-kh%C3%B4ng-th%E1%BB%83-nghe-tin-%C4%91%E1%BB%93n/868899802522716/"
"Vậy là Thủ tướng Phạm Minh Chính đã không trở thành ủy viên Trung ương Đảng khóa XIV. Đồng nghĩa với việc, Thủ tướng Phạm Minh Chính sẽ nghỉ hưu trong thời gian tới…. Một cảm giác nuối tiếc, nhưng cũng rất trân trọng.

Trước khi nghỉ hưu, bác Chính là người nêu ý tưởng, phát động và trực tiếp giám sát Chiến dịch Quang Trung, xây nhà cho người dân chịu ảnh hưởng lũ lụt. Tôi vẫn nhớ thời điểm đó, bác đi tham gia Hội nghị G20 ở Nam Phi, lịch làm việc rất gắt, mệt mỏi vì trái múi giờ. Mặt mũi bác bơ phờ nhưng vẫn cố gắng trực tiếp nghe báo cáo, giám sát, chỉ đạo cứu trợ lũ lụt cho người dân…. 

Ngay khi về Việt Nam, bác đã đến trực tiếp tâm lũ Hòa Thịnh, rồi khẳng định rằng chính quyền sẽ xây, sửa lại nhà cho người dân vùng lũ… Rồi bác bị bọn phản động, chống phá tấn công, xúc phạm. Chúng lấy việc Thủ tướng Anutin cúi đầu xin lỗi người dân để công kích bác Chính là bác Chính không dám xin lỗi người dân, bỏ mặc người dân, làm màu làm mè… Với bác Chính, đơn giản chỉ là nắm tay và hứa rằng bà con sẽ có nhà mới… 

Chỉ mất một tháng rưỡi, chiến dịch Quang Trung đại thắng, lời hứa trở thành hiện thực và thậm chí còn “vượt” chỉ tiêu, người dân được nhận nhà sớm hơn tới 15 ngày. Và đó cũng là chiến dịch lớn cuối cùng mà bác đã đứng đầu chỉ đạo và thực hiện. 

Chúng ta đã quen với việc bác đi khắp nơi thị sát các công trình, công du ngoại giao và đối đáp rất tốt với các quan chức nước ngoài… Chúng ta cũng đã quen với một bóng người hơi mâp một chút, mặc chiếc áo nâu, mướt mồ hôi đi khắp nơi với lịch trình dày đặc. 

Cám ơn bác Chính, chúc bác có những giây phút nghỉ hưu thoải mái và đóng góp cho nước nhà ở một cương vị khác. 

—
#tifosi",,"Gương mặt bác Chính ở Nam Phi 🙁 

#tifosi","511","https://www.facebook.com/tifosihpo/posts/v%E1%BA%ADy-l%C3%A0-th%E1%BB%A7-t%C6%B0%E1%BB%9Bng-ph%E1%BA%A1m-minh-ch%C3%ADnh-%C4%91%C3%A3-kh%C3%B4ng-tr%E1%BB%9F-th%C3%A0nh-%E1%BB%A7y-vi%C3%AAn-trung-%C6%B0%C6%A1ng-%C4%91%E1%BA%A3ng-kh%C3%B3a/873519945310593/"
